Generation,Vial,Diet,DietHistory,Mass,WingLength,LarvalTime,PupalTime
F0,1,poor,P,0.8,1.431,7.5,4
F0,6,poor,P,0.9,1.477,7.5,4
F0,1,poor,P,0.9,1.514,7.5,4
F0,8,poor,P,0.9,1.531,9.5,4
F0,4,poor,P,1.5,1.535,7.5,4
F0,4,poor,P,0.9,1.575,7.5,4
F0,7,poor,P,1.1,1.578,7.5,4
F0,5,poor,P,1,1.618,6.5,4
F0,10,poor,P,0.9,1.638,6.5,4
F0,10,poor,P,0.8,1.64,7.5,3
F0,10,poor,P,0.6,1.649,8.5,4
F0,11,standard,S,1.4,1.67,5.5,4
F0,5,poor,P,0.9,1.679,7.5,4
F0,2,poor,P,1,1.684,6.5,5
F0,8,poor,P,1.2,1.689,6.5,4
F0,11,poor,P,1.3,1.691,7.5,4
F0,5,poor,P,1,1.696,6.5,4
F0,9,poor,P,1.5,1.705,7.5,4
F0,3,poor,P,0.9,1.707,7.5,4
F0,5,standard,S,1.4,1.715,9.5,5
F0,10,poor,P,0.9,1.719,6.5,4
F0,5,poor,P,1,1.722,6.5,4
F0,9,poor,P,0.9,1.727,8.5,4
F0,12,poor,P,1.2,1.744,7.5,4
F0,12,poor,P,0.9,1.747,8.5,4
F0,11,poor,P,1.1,1.748,7.5,4
F0,7,poor,P,1.1,1.751,7.5,4
F0,7,poor,P,1.2,1.755,8.5,4
F0,1,poor,P,1.1,1.755,6.5,4
F0,10,poor,P,1.6,1.758,6.5,4
F0,14,poor,P,1,1.772,7.5,3
F0,14,poor,P,1,1.776,7.5,3
F0,5,poor,P,1.1,1.778,6.5,4
F0,13,poor,P,1.6,1.778,8.5,4
F0,13,poor,P,1.4,1.779,6.5,4
F0,11,poor,P,1.5,1.782,7.5,4
F0,7,poor,P,1,1.784,10.5,4
F0,12,poor,P,1.4,1.786,8.5,4
F0,11,standard,S,1.4,1.795,5.5,3
F0,4,poor,P,1.3,1.796,6.5,4
F0,1,poor,P,1.2,1.799,6.5,5
F0,4,poor,P,1,1.806,6.5,4
F0,7,poor,P,1.3,1.807,7.5,4
F0,12,poor,P,1.6,1.807,8.5,4
F0,9,poor,P,1.1,1.808,6.5,4
F0,8,poor,P,1.3,1.809,6.5,4
F0,11,rich,R,1.2,1.81,7.5,4
F0,9,poor,P,1.2,1.812,6.5,4
F0,3,poor,P,0.9,1.812,8.5,4
F0,11,poor,P,1.4,1.814,6.5,4
F0,1,poor,P,1.1,1.824,6.5,4
F0,9,poor,P,1.1,1.83,7.5,3
F0,11,poor,P,1.5,1.831,6.5,4
F0,2,poor,P,1.1,1.836,9.5,4
F0,14,poor,P,1.1,1.838,6.5,4
F0,5,poor,P,1.2,1.84,6.5,4
F0,2,poor,P,1.5,1.841,5.5,4
F0,11,poor,P,1.2,1.841,7.5,4
F0,10,poor,P,1.3,1.843,5.5,4
F0,3,poor,P,1.1,1.844,6.5,4
F0,12,poor,P,1.2,1.845,8.5,4
F0,8,poor,P,1.2,1.853,6.5,4
F0,5,poor,P,1.2,1.853,8.5,4
F0,12,poor,P,1.8,1.853,7.5,4
F0,10,poor,P,1.3,1.854,5.5,4
F0,13,poor,P,1.3,1.857,8.5,3
F0,3,poor,P,1.4,1.859,5.5,4
F0,3,poor,P,1.3,1.862,7.5,4
F0,13,poor,P,1,1.863,7.5,4
F0,11,poor,P,1.3,1.863,6.5,4
F0,12,poor,P,1.7,1.867,7.5,4
F0,5,poor,P,1,1.872,7.5,4
F0,4,poor,P,1.4,1.875,5.5,5
F0,3,poor,P,1.2,1.875,6.5,5
F0,9,poor,P,1.4,1.876,7.5,4
F0,1,poor,P,1.4,1.878,6.5,4
F0,7,poor,P,1.3,1.88,6.5,4
F0,14,poor,P,1,1.88,7.5,4
F0,4,poor,P,1.2,1.886,6.5,4
F0,13,poor,P,1.7,1.888,7.5,4
F0,1,poor,P,1.3,1.89,6.5,4
F0,10,poor,P,1.4,1.89,9.5,4
F0,4,poor,P,1.3,1.892,5.5,4
F0,8,poor,P,1.2,1.892,7.5,4
F0,2,poor,P,1.3,1.895,7.5,4
F0,13,poor,P,1.1,1.899,7.5,3
F0,8,poor,P,1.4,1.899,5.5,4
F0,14,poor,P,1.7,1.901,5.5,4
F0,13,poor,P,1.2,1.902,7.5,4
F0,2,poor,P,1.4,1.905,7.5,4
F0,6,poor,P,1.2,1.907,10.5,4
F0,9,poor,P,1.5,1.908,6.5,4
F0,3,poor,P,1.2,1.908,5.5,4
F0,5,poor,P,1.5,1.911,5.5,4
F0,2,standard,S,1.5,1.913,6.5,4
F0,3,standard,S,1.6,1.913,5.5,4
F0,14,poor,P,1.3,1.914,6.5,4
F0,9,poor,P,1.5,1.915,6.5,4
F0,13,standard,S,1.7,1.921,5.5,4
F0,13,poor,P,1,1.923,7.5,4
F0,7,standard,S,1.6,1.923,5.5,4
F0,13,standard,S,1.4,1.923,5.5,4
F0,7,standard,S,1.6,1.93,5.5,5
F0,12,standard,S,1.5,1.931,5.5,3
F0,8,rich,R,1.4,1.933,3.5,4
F0,14,poor,P,1.4,1.934,6.5,4
F0,10,standard,S,1.8,1.935,5.5,4
F0,6,poor,P,1.5,1.937,6.5,4
F0,3,poor,P,1.3,1.938,5.5,4
F0,6,standard,S,1.4,1.939,5.5,4
F0,3,standard,S,1.6,1.94,6.5,4
F0,14,poor,P,1.2,1.94,7.5,4
F0,3,standard,S,1.6,1.941,5.5,4
F0,8,rich,R,1.4,1.942,4.5,4
F0,13,standard,S,1.9,1.943,5.5,4
F0,4,standard,S,1.1,1.944,4.5,4
F0,6,standard,S,1.4,1.945,5.5,4
F0,3,standard,S,1.5,1.948,5.5,4
F0,10,standard,S,1.9,1.949,5.5,4
F0,2,standard,S,1.5,1.95,5.5,4
F0,12,standard,S,1.7,1.955,5.5,4
F0,12,standard,S,1.6,1.956,5.5,4
F0,5,standard,S,1.3,1.956,5.5,4
F0,7,rich,R,1.8,1.956,5.5,4
F0,12,rich,R,1.8,1.957,4.5,4
F0,5,standard,S,1.4,1.957,5.5,4
F0,3,standard,S,1.6,1.959,5.5,4
F0,2,standard,S,1.3,1.96,5.5,4
F0,13,poor,P,1.5,1.962,6.5,4
F0,12,standard,S,1.7,1.962,5.5,4
F0,11,poor,P,1.7,1.964,6.5,4
F0,12,standard,S,1.6,1.964,5.5,3
F0,9,standard,S,1.6,1.965,5.5,4
F0,4,rich,R,1.7,1.965,4.5,4
F0,13,standard,S,1.8,1.969,5.5,4
F0,1,poor,P,1.2,1.972,9.5,4
F0,14,rich,R,1.8,1.972,3.5,4
F0,8,standard,S,1.5,1.972,5.5,4
F0,1,standard,S,1.4,1.974,5.5,4
F0,1,rich,R,1.3,1.974,4.5,3
F0,1,rich,R,1.4,1.974,4.5,3
F0,3,rich,R,1.7,1.975,5.5,4
F0,5,standard,S,1.5,1.976,5.5,5
F0,8,rich,R,1.3,1.977,3.5,4
F0,4,rich,R,1.3,1.977,4.5,4
F0,10,rich,R,2.5,1.978,3.5,5
F0,10,standard,S,1.7,1.978,5.5,4
F0,6,standard,S,1.6,1.98,5.5,4
F0,9,standard,S,1.7,1.98,5.5,4
F0,9,standard,S,1.7,1.981,5.5,4
F0,7,standard,S,1.8,1.981,5.5,4
F0,11,standard,S,1.6,1.982,5.5,3
F0,2,standard,S,1.2,1.982,5.5,4
F0,12,standard,S,1.6,1.983,5.5,4
F0,10,standard,S,1.9,1.985,5.5,4
F0,4,standard,S,1.4,1.986,5.5,4
F0,11,standard,S,1.6,1.986,5.5,3
F0,2,poor,P,1.4,1.988,6.5,4
F0,9,rich,R,1.6,1.989,3.5,4
F0,8,standard,S,2,1.989,5.5,4
F0,6,rich,R,1.7,1.989,4.5,4
F0,9,standard,S,1.5,1.989,5.5,4
F0,13,standard,S,1.8,1.991,5.5,3
F0,2,standard,S,1.5,1.992,5.5,4
F0,5,rich,R,2,1.993,3.5,5
F0,1,standard,S,1.5,1.994,5.5,4
F0,9,standard,S,1.7,1.995,5.5,4
F0,4,standard,S,1.4,1.996,4.5,4
F0,4,standard,S,1.6,1.996,4.5,4
F0,5,rich,R,2.1,1.997,4.5,4
F0,4,standard,S,1,1.997,4.5,4
F0,9,rich,R,1.7,1.998,4.5,4
F0,6,rich,R,1.3,1.998,4.5,4
F0,8,standard,S,1.7,1.998,5.5,4
F0,10,standard,S,1.9,1.998,5.5,4
F0,1,standard,S,1.6,2,5.5,4
F0,12,standard,S,1.8,2.001,4.5,4
F0,7,rich,R,1.9,2.001,3.5,5
F0,6,rich,R,1.4,2.002,4.5,5
F0,10,rich,R,1.9,2.002,3.5,4
F0,3,rich,R,1.7,2.003,4.5,4
F0,8,standard,S,1.9,2.003,5.5,4
F0,8,standard,S,1.5,2.004,5.5,4
F0,8,standard,S,1.7,2.004,4.5,4
F0,10,standard,S,1.7,2.004,4.5,4
F0,9,rich,R,2.2,2.005,3.5,5
F0,1,standard,S,1.6,2.005,5.5,4
F0,6,standard,S,1.6,2.005,5.5,4
F0,11,standard,S,1.7,2.005,5.5,4
F0,10,rich,R,1.7,2.006,3.5,5
F0,11,standard,S,1.5,2.006,5.5,3
F0,6,standard,S,1.6,2.009,4.5,4
F0,11,rich,R,1.7,2.009,3.5,5
F0,1,standard,S,1.5,2.011,5.5,4
F0,10,rich,R,1.8,2.012,3.5,4
F0,9,standard,S,1.7,2.012,5.5,4
F0,7,standard,S,1.8,2.013,5.5,4
F0,10,rich,R,1.9,2.014,3.5,4
F0,1,rich,R,1.6,2.015,4.5,4
F0,8,rich,R,1.3,2.015,3.5,4
F0,2,standard,S,1.5,2.016,5.5,4
F0,6,rich,R,1.9,2.017,4.5,4
F0,12,rich,R,1.5,2.017,3.5,4
F0,10,standard,S,1.7,2.017,4.5,4
F0,7,standard,S,1.6,2.017,4.5,4
F0,11,standard,S,1.8,2.017,4.5,4
F0,9,rich,R,1.8,2.019,3.5,5
F0,12,standard,S,1.6,2.019,5.5,3
F0,2,standard,S,1.5,2.02,6.5,4
F0,13,rich,R,1.7,2.02,4.5,4
F0,8,standard,S,1.6,2.02,5.5,4
F0,9,rich,R,1.8,2.021,4.5,4
F0,12,standard,S,1.6,2.021,5.5,4
F0,4,rich,R,2,2.022,3.5,5
F0,14,rich,R,1.8,2.023,3.5,4
F0,4,rich,R,1.7,2.023,4.5,4
F0,12,standard,S,1.6,2.023,5.5,4
F0,6,rich,R,1.7,2.024,4.5,4
F0,1,rich,R,1.5,2.024,4.5,3
F0,10,rich,R,1.8,2.025,3.5,5
F0,4,rich,R,1.4,2.025,4.5,4
F0,11,standard,S,1.5,2.026,5.5,3
F0,13,rich,R,1.6,2.027,3.5,5
F0,1,standard,S,1.6,2.027,5.5,4
F0,8,standard,S,1.6,2.028,4.5,4
F0,5,rich,R,2.1,2.028,4.5,4
F0,7,rich,R,1.7,2.028,3.5,5
F0,11,rich,R,1.9,2.029,3.5,5
F0,2,standard,S,1.5,2.029,5.5,4
F0,13,standard,S,1.6,2.03,5.5,4
F0,1,rich,R,1.5,2.03,4.5,3
F0,4,standard,S,1.1,2.031,4.5,4
F0,6,rich,R,1.6,2.031,3.5,5
F0,4,standard,S,1.5,2.031,5.5,4
F0,12,standard,S,2,2.031,4.5,4
F0,10,standard,S,1.8,2.032,5.5,4
F0,3,standard,S,1.6,2.032,5.5,4
F0,2,standard,S,1.7,2.033,5.5,4
F0,7,standard,S,1.6,2.033,5.5,4
F0,4,standard,S,1.3,2.034,4.5,4
F0,11,rich,R,1.7,2.034,4.5,4
F0,13,rich,R,1.8,2.035,3.5,4
F0,13,standard,S,2,2.036,5.5,4
F0,7,rich,R,1.7,2.036,3.5,5
F0,7,poor,P,1.1,2.037,7.5,4
F0,11,rich,R,1.6,2.037,3.5,5
F0,9,standard,S,1.6,2.037,5.5,4
F0,3,standard,S,1.6,2.037,5.5,4
F0,13,rich,R,1.7,2.038,3.5,4
F0,11,rich,R,1.7,2.04,4.5,4
F0,9,rich,R,1.7,2.041,3.5,5
F0,3,rich,R,1.8,2.041,4.5,3
F0,9,standard,S,1.6,2.041,4.5,4
F0,10,rich,R,1.7,2.044,4.5,4
F0,13,rich,R,1.7,2.045,3.5,4
F0,7,standard,S,1.6,2.045,5.5,4
F0,11,rich,R,2,2.045,3.5,5
F0,4,standard,S,1.3,2.047,4.5,4
F0,5,standard,S,2,2.048,4.5,4
F0,5,standard,S,1.5,2.05,5.5,4
F0,1,standard,S,1.5,2.051,5.5,4
F0,1,standard,S,1.6,2.051,5.5,4
F0,11,standard,S,1.6,2.052,5.5,3
F0,1,rich,R,1.4,2.053,4.5,3
F0,10,rich,R,1.9,2.055,4.5,4
F0,8,rich,R,1.4,2.058,3.5,4
F0,8,rich,R,1.5,2.058,3.5,4
F0,6,rich,R,1.8,2.058,4.5,4
F0,9,standard,S,1.7,2.06,5.5,4
F0,13,rich,R,1.8,2.06,4.5,4
F0,7,rich,R,1.9,2.065,4.5,4
F0,3,rich,R,1.7,2.066,4.5,4
F0,8,standard,S,1.7,2.066,4.5,4
F0,14,rich,R,1.5,2.067,3.5,5
F0,10,rich,R,1.6,2.07,3.5,4
F0,6,standard,S,1.8,2.072,5.5,4
F0,4,rich,R,1.6,2.073,4.5,4
F0,8,rich,R,1.5,2.074,3.5,4
F0,9,standard,S,1.8,2.074,4.5,4
F0,5,standard,S,1.9,2.078,4.5,4
F0,11,rich,R,1.9,2.08,3.5,4
F0,9,rich,R,1.9,2.082,3.5,5
F0,3,rich,R,1.8,2.087,4.5,3
F0,5,rich,R,2.3,2.088,4.5,4
F0,7,rich,R,1.8,2.093,4.5,4
F0,5,standard,S,1.6,2.094,5.5,4
F0,14,rich,R,1.8,2.106,3.5,4
F0,4,rich,R,2.2,2.107,3.5,5
F0,12,rich,R,1.7,2.108,4.5,4
F1,8,poor,PP,0.9,1.652,8.5,4
F1,7,poor,RP,0.8,1.659,9.5,4
F1,7,poor,RP,0.9,1.66,9.5,4
F1,4,poor,PP,1,1.672,8.5,4
F1,2,poor,RP,0.6,1.681,5.5,5
F1,8,poor,RP,1.1,1.7,8.5,4
F1,6,poor,RP,1.1,1.709,7.5,5
F1,8,poor,PP,1.1,1.711,7.5,4
F1,8,poor,PP,0.8,1.712,8.5,4
F1,2,poor,RP,0.6,1.716,5.5,5
F1,2,poor,RP,1,1.716,6.5,4
F1,10,poor,PP,0.8,1.723,7.5,4
F1,3,poor,PP,1,1.743,8.5,4
F1,8,poor,RP,0.9,1.755,8.5,4
F1,7,poor,RP,1.1,1.756,7.5,4
F1,8,poor,RP,0.8,1.765,7.5,4
F1,1,poor,PP,1.2,1.769,11.5,4
F1,4,poor,PP,0.7,1.77,6.5,5
F1,7,rich,PR,0.7,1.771,8.5,4
F1,3,rich,PR,0.8,1.774,9.5,4
F1,7,rich,PR,0.7,1.774,8.5,4
F1,8,poor,RP,0.9,1.787,9.5,4
F1,1,poor,PP,1.2,1.792,8.5,4
F1,1,poor,PP,1.4,1.793,9.5,4
F1,1,poor,PP,1,1.797,6.5,5
F1,6,poor,PP,1.7,1.804,5.5,4
F1,4,poor,RP,1.4,1.806,6.5,4
F1,2,poor,RP,1.1,1.812,6.5,4
F1,7,standard,RS,1.5,1.822,5.5,5
F1,8,poor,RP,0.9,1.824,9.5,4
F1,4,poor,RP,1.6,1.825,6.5,4
F1,1,standard,SS,1.3,1.827,5.5,4
F1,9,poor,PP,1.3,1.83,7.5,4
F1,8,poor,PP,1,1.831,7.5,4
F1,1,poor,RP,0.7,1.831,5.5,5
F1,4,poor,PP,1,1.835,6.5,5
F1,6,poor,RP,1.1,1.839,7.5,4
F1,7,standard,RS,1.5,1.84,5.5,5
F1,3,rich,PR,1.8,1.84,4.5,5
F1,4,poor,RP,1.6,1.841,6.5,4
F1,4,poor,PP,1.2,1.843,6.5,4
F1,6,poor,RP,0.9,1.844,6.5,5
F1,1,poor,PP,1.4,1.845,8.5,4
F1,4,poor,PP,0.9,1.846,6.5,5
F1,5,poor,RP,1.1,1.846,12.5,4
F1,1,poor,PP,1.1,1.851,10.5,3
F1,4,poor,PP,1.1,1.851,7.5,4
F1,9,poor,PP,1.3,1.86,8.5,4
F1,4,poor,PP,1.1,1.861,7.5,4
F1,2,poor,RP,1.5,1.868,5.5,4
F1,6,poor,PP,1.1,1.868,6.5,5
F1,3,rich,PR,1.3,1.87,4.5,4
F1,1,poor,RP,0.7,1.874,5.5,5
F1,3,poor,RP,1.3,1.875,7.5,4
F1,3,poor,PP,1,1.876,6.5,5
F1,9,poor,PP,1.4,1.876,7.5,4
F1,1,poor,RP,1.4,1.876,6.5,4
F1,3,poor,PP,1.2,1.88,8.5,3
F1,6,standard,RS,1.5,1.88,5.5,4
F1,5,standard,RS,1.6,1.884,5.5,5
F1,4,poor,PP,1.2,1.885,6.5,4
F1,1,poor,RP,1.2,1.886,6.5,4
F1,2,poor,RP,1.1,1.892,6.5,4
F1,5,poor,PP,1.4,1.894,7.5,4
F1,3,poor,RP,1.2,1.894,7.5,4
F1,9,standard,SS,1.6,1.899,5.5,4
F1,1,poor,PP,1.1,1.9,7.5,4
F1,3,standard,PS,1.2,1.902,4.5,4
F1,2,poor,PP,1.2,1.903,7.5,4
F1,3,poor,PP,0.8,1.904,6.5,4
F1,10,poor,PP,1.2,1.904,6.5,4
F1,4,poor,RP,1.1,1.904,5.5,4
F1,6,poor,PP,1.2,1.909,6.5,5
F1,3,poor,RP,1.3,1.91,6.5,4
F1,8,standard,SS,1.5,1.911,5.5,4
F1,9,standard,SS,1.7,1.911,5.5,5
F1,4,poor,PP,1.1,1.912,6.5,4
F1,9,poor,PP,1.6,1.914,7.5,4
F1,5,poor,PP,1.1,1.914,6.5,4
F1,3,standard,SS,1.5,1.916,5.5,4
F1,3,standard,PS,1.1,1.916,4.5,4
F1,1,standard,PS,1.2,1.919,5.5,5
F1,6,poor,PP,1.1,1.919,6.5,5
F1,7,poor,PP,1.6,1.925,7.5,4
F1,2,standard,PS,1.1,1.927,5.5,4
F1,1,standard,SS,1.2,1.927,5.5,4
F1,1,poor,PP,1.2,1.93,11.5,4
F1,6,standard,SS,1.5,1.93,5.5,4
F1,3,poor,RP,1.6,1.932,6.5,4
F1,4,standard,SS,1.5,1.933,5.5,4
F1,2,standard,PS,1.1,1.934,5.5,4
F1,9,standard,PS,1.2,1.934,5.5,5
F1,5,poor,PP,1.1,1.936,6.5,5
F1,7,standard,RS,1.7,1.936,5.5,4
F1,6,poor,PP,1.1,1.938,6.5,4
F1,9,poor,PP,1.2,1.939,8.5,4
F1,3,standard,RS,1.4,1.939,5.5,4
F1,8,poor,RP,1.1,1.944,11.5,4
F1,2,standard,RS,1.3,1.944,5.5,4
F1,4,poor,PP,1.2,1.945,6.5,4
F1,1,standard,SS,1,1.945,5.5,5
F1,9,standard,SS,1.4,1.946,6.5,4
F1,4,rich,PR,1.2,1.946,3.5,5
F1,6,standard,SS,1.5,1.947,5.5,4
F1,5,standard,RS,1.9,1.947,5.5,4
F1,2,standard,PS,1.4,1.95,5.5,4
F1,7,standard,SS,1.8,1.95,5.5,4
F1,7,poor,PP,1.3,1.952,8.5,4
F1,6,standard,SS,1.7,1.953,5.5,4
F1,1,standard,SS,1,1.953,5.5,4
F1,3,poor,PP,1.2,1.953,6.5,4
F1,3,poor,PP,1.2,1.954,6.5,4
F1,8,standard,PS,1.2,1.954,6.5,4
F1,9,standard,PS,1.4,1.954,6.5,4
F1,7,standard,SS,1.3,1.955,5.5,5
F1,2,standard,PS,1.4,1.955,5.5,4
F1,4,poor,RP,1.3,1.956,5.5,4
F1,2,poor,PP,1.6,1.956,6.5,4
F1,3,poor,PP,1.1,1.957,7.5,4
F1,2,standard,RS,0.8,1.958,5.5,4
F1,6,poor,RP,1.4,1.959,6.5,5
F1,4,standard,RS,1.9,1.962,5.5,4
F1,6,poor,PP,1.1,1.963,6.5,4
F1,2,rich,PR,1.9,1.963,4.5,5
F1,9,standard,SS,1.6,1.963,5.5,4
F1,2,standard,SS,1,1.964,5.5,5
F1,8,standard,RS,1.5,1.964,5.5,4
F1,2,standard,SS,2.1,1.966,5.5,4
F1,2,rich,PR,2,1.966,5.5,4
F1,7,standard,SS,1.1,1.966,5.5,5
F1,6,standard,SS,1.6,1.968,5.5,4
F1,4,standard,PS,1.4,1.968,4.5,5
F1,5,standard,RS,1.7,1.968,5.5,4
F1,3,standard,RS,1.2,1.969,5.5,4
F1,3,standard,RS,1.4,1.969,5.5,4
F1,1,standard,PS,1.4,1.969,5.5,5
F1,7,standard,PS,1.5,1.969,6.5,4
F1,5,standard,RS,1.8,1.969,5.5,4
F1,5,poor,PP,1.2,1.97,8.5,4
F1,2,standard,PS,1.3,1.971,6.5,4
F1,5,standard,PS,1.7,1.971,5.5,4
F1,4,rich,RR,1.8,1.972,3.5,5
F1,6,standard,SS,1.5,1.972,5.5,4
F1,8,rich,RR,1.9,1.974,4.5,4
F1,6,standard,PS,1.8,1.974,5.5,4
F1,6,poor,PP,1.3,1.975,6.5,5
F1,10,poor,PP,1.6,1.975,7.5,4
F1,1,rich,RR,1.5,1.976,3.5,5
F1,3,standard,PS,1.5,1.976,4.5,4
F1,7,rich,RR,1.6,1.977,4.5,4
F1,6,rich,RR,1.8,1.977,4.5,4
F1,2,standard,PS,1.3,1.978,5.5,4
F1,2,standard,SS,1.1,1.978,5.5,5
F1,10,rich,PR,1.5,1.978,3.5,5
F1,4,standard,RS,1.7,1.978,5.5,4
F1,5,standard,PS,1.2,1.979,4.5,4
F1,4,rich,RR,1.8,1.979,3.5,5
F1,2,rich,RR,1.7,1.979,3.5,6
F1,4,rich,PR,1.4,1.979,4.5,4
F1,9,standard,SS,1,1.98,6.5,4
F1,3,standard,SS,2,1.981,5.5,4
F1,7,poor,PP,1.2,1.982,7.5,3
F1,5,standard,RS,1.8,1.982,5.5,4
F1,7,rich,RR,1.4,1.982,4.5,4
F1,1,standard,RS,1.2,1.983,5.5,4
F1,8,rich,RR,1.8,1.983,4.5,4
F1,4,standard,PS,1.7,1.984,5.5,4
F1,7,poor,PP,1.4,1.985,8.5,4
F1,7,rich,PR,1.2,1.985,3.5,5
F1,7,rich,RR,1.6,1.985,4.5,4
F1,5,standard,PS,1.6,1.986,4.5,4
F1,7,standard,SS,2,1.986,5.5,4
F1,7,standard,PS,1.2,1.987,5.5,3
F1,8,standard,SS,2,1.987,5.5,4
F1,5,standard,SS,1.7,1.988,5.5,4
F1,5,poor,PP,1.2,1.989,7.5,4
F1,7,standard,PS,1.1,1.989,5.5,3
F1,7,rich,RR,2,1.99,3.5,5
F1,5,standard,RS,1.7,1.99,5.5,4
F1,2,standard,RS,1.1,1.99,5.5,5
F1,6,standard,SS,1.7,1.99,5.5,4
F1,10,rich,PR,1.3,1.99,3.5,5
F1,10,standard,PS,1.4,1.99,5.5,4
F1,7,standard,SS,1.5,1.99,5.5,5
F1,3,standard,SS,1.7,1.992,5.5,4
F1,2,standard,SS,1,1.992,5.5,4
F1,4,standard,PS,1.8,1.993,5.5,4
F1,4,rich,PR,1.3,1.993,4.5,4
F1,5,poor,PP,1.1,1.995,6.5,4
F1,3,standard,SS,1.8,1.995,5.5,4
F1,3,rich,RR,1.6,1.996,3.5,5
F1,2,rich,RR,1.3,1.997,3.5,5
F1,5,standard,PS,1.2,1.997,4.5,4
F1,5,standard,SS,1.6,1.997,5.5,4
F1,7,poor,PP,1.5,1.998,7.5,4
F1,1,rich,RR,1.7,1.998,3.5,5
F1,6,rich,RR,1.5,1.998,4.5,4
F1,4,standard,RS,1.7,1.998,5.5,4
F1,1,poor,RP,1.3,1.999,6.5,4
F1,5,rich,PR,1.6,1.999,4.5,4
F1,4,rich,RR,1.9,1.999,3.5,5
F1,8,standard,PS,1.4,2,6.5,4
F1,7,rich,RR,1.5,2,4.5,4
F1,3,rich,RR,2,2,3.5,5
F1,2,poor,PP,1.3,2.001,6.5,4
F1,2,poor,PP,1.4,2.001,6.5,4
F1,6,standard,RS,1.9,2.001,5.5,4
F1,5,rich,PR,1.3,2.001,3.5,4
F1,8,standard,RS,1.5,2.002,5.5,4
F1,4,standard,SS,1.6,2.002,5.5,4
F1,4,standard,SS,1.5,2.002,5.5,4
F1,5,standard,RS,1.8,2.003,5.5,4
F1,6,rich,RR,2.1,2.004,3.5,5
F1,3,rich,PR,1.5,2.004,3.5,4
F1,1,standard,RS,1.4,2.004,5.5,4
F1,6,standard,PS,1.5,2.004,4.5,5
F1,7,standard,SS,1.5,2.004,5.5,5
F1,7,rich,PR,1.7,2.005,4.5,4
F1,1,standard,RS,1.3,2.005,5.5,4
F1,6,standard,RS,1.9,2.005,5.5,4
F1,3,rich,PR,1.4,2.005,3.5,5
F1,3,standard,RS,1.3,2.006,5.5,5
F1,6,standard,PS,1.2,2.007,4.5,5
F1,2,rich,RR,1.3,2.007,3.5,5
F1,2,standard,SS,1.7,2.007,5.5,4
F1,10,standard,PS,1.3,2.008,5.5,3
F1,6,rich,RR,1.9,2.008,3.5,4
F1,5,standard,PS,2,2.008,5.5,4
F1,1,rich,RR,1.6,2.008,3.5,5
F1,6,standard,PS,1.4,2.009,4.5,4
F1,3,standard,RS,1.3,2.009,5.5,4
F1,5,rich,PR,1.1,2.009,3.5,4
F1,9,standard,SS,1.7,2.01,5.5,4
F1,4,rich,RR,1.7,2.01,3.5,5
F1,5,standard,RS,1.9,2.01,5.5,5
F1,1,standard,RS,1.4,2.011,5.5,4
F1,9,standard,SS,1.1,2.011,6.5,3
F1,8,rich,PR,1.7,2.012,4.5,4
F1,4,standard,PS,1.9,2.013,5.5,4
F1,2,standard,SS,1.1,2.013,5.5,4
F1,10,rich,PR,1.5,2.013,3.5,5
F1,9,standard,SS,1.6,2.013,5.5,4
F1,6,poor,PP,1.3,2.013,7.5,4
F1,6,rich,PR,1.1,2.013,3.5,4
F1,8,standard,PS,1.5,2.013,5.5,3
F1,4,standard,RS,1.9,2.013,5.5,4
F1,5,rich,PR,1.2,2.014,4.5,4
F1,3,standard,SS,1.2,2.014,5.5,5
F1,2,rich,RR,1.5,2.014,3.5,5
F1,6,rich,RR,1.9,2.014,3.5,5
F1,5,standard,RS,1.8,2.014,5.5,4
F1,7,rich,RR,1.9,2.015,3.5,5
F1,3,standard,PS,1.3,2.015,5.5,4
F1,9,rich,RR,1.6,2.015,4.5,4
F1,5,standard,SS,1.6,2.016,5.5,4
F1,5,standard,SS,1.7,2.016,5.5,4
F1,5,standard,PS,1.2,2.017,4.5,5
F1,9,standard,PS,1.6,2.019,5.5,3
F1,1,standard,PS,1.4,2.019,5.5,4
F1,6,rich,PR,1.5,2.019,3.5,4
F1,7,standard,PS,1.7,2.02,6.5,4
F1,2,standard,PS,1.3,2.02,5.5,4
F1,1,rich,PR,1.7,2.02,4.5,4
F1,8,standard,RS,1.5,2.021,5.5,4
F1,2,standard,RS,1.2,2.021,5.5,4
F1,7,standard,PS,1.5,2.021,5.5,3
F1,3,standard,SS,1.5,2.022,5.5,5
F1,6,rich,PR,1.6,2.023,4.5,5
F1,9,rich,RR,1.7,2.023,3.5,5
F1,4,rich,PR,1.6,2.024,4.5,4
F1,3,rich,RR,1.6,2.024,3.5,5
F1,4,standard,PS,1.4,2.025,4.5,4
F1,6,rich,RR,1.9,2.025,3.5,5
F1,2,rich,PR,2.3,2.025,5.5,4
F1,5,poor,PP,1.3,2.026,6.5,4
F1,5,standard,SS,1.5,2.026,5.5,4
F1,3,rich,PR,1.7,2.026,4.5,4
F1,8,standard,PS,1.4,2.026,5.5,5
F1,4,standard,RS,1.9,2.027,5.5,4
F1,9,rich,PR,1.9,2.027,4.5,4
F1,3,standard,PS,1.5,2.029,5.5,4
F1,7,standard,RS,1.9,2.029,5.5,4
F1,4,standard,SS,1.7,2.03,5.5,4
F1,5,standard,RS,1.8,2.031,5.5,4
